image_path,mask_path
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0362\patient0362_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0362\patient0362_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0362\patient0362_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0362\patient0362_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0362\patient0362_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0362\patient0362_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0362\patient0362_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0362\patient0362_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0238\patient0238_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0238\patient0238_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0238\patient0238_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0238\patient0238_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0238\patient0238_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0238\patient0238_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0238\patient0238_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0238\patient0238_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0246\patient0246_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0246\patient0246_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0246\patient0246_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0246\patient0246_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0246\patient0246_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0246\patient0246_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0246\patient0246_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0246\patient0246_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0208\patient0208_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0208\patient0208_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0208\patient0208_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0208\patient0208_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0208\patient0208_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0208\patient0208_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0208\patient0208_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0208\patient0208_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0422\patient0422_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0422\patient0422_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0422\patient0422_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0422\patient0422_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0422\patient0422_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0422\patient0422_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0422\patient0422_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0422\patient0422_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0228\patient0228_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0228\patient0228_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0228\patient0228_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0228\patient0228_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0228\patient0228_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0228\patient0228_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0228\patient0228_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0228\patient0228_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0067\patient0067_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0067\patient0067_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0067\patient0067_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0067\patient0067_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0067\patient0067_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0067\patient0067_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0067\patient0067_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0067\patient0067_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0212\patient0212_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0212\patient0212_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0212\patient0212_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0212\patient0212_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0212\patient0212_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0212\patient0212_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0212\patient0212_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0212\patient0212_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0241\patient0241_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0241\patient0241_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0241\patient0241_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0241\patient0241_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0241\patient0241_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0241\patient0241_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0241\patient0241_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0241\patient0241_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0277\patient0277_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0277\patient0277_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0277\patient0277_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0277\patient0277_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0277\patient0277_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0277\patient0277_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0277\patient0277_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0277\patient0277_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0093\patient0093_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0093\patient0093_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0093\patient0093_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0093\patient0093_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0093\patient0093_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0093\patient0093_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0093\patient0093_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0093\patient0093_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0156\patient0156_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0156\patient0156_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0156\patient0156_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0156\patient0156_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0156\patient0156_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0156\patient0156_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0156\patient0156_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0156\patient0156_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0297\patient0297_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0297\patient0297_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0297\patient0297_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0297\patient0297_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0297\patient0297_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0297\patient0297_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0297\patient0297_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0297\patient0297_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0043\patient0043_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0043\patient0043_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0043\patient0043_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0043\patient0043_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0043\patient0043_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0043\patient0043_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0043\patient0043_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0043\patient0043_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0155\patient0155_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0155\patient0155_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0155\patient0155_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0155\patient0155_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0155\patient0155_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0155\patient0155_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0155\patient0155_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0155\patient0155_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0063\patient0063_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0063\patient0063_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0063\patient0063_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0063\patient0063_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0063\patient0063_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0063\patient0063_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0063\patient0063_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0063\patient0063_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0437\patient0437_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0437\patient0437_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0437\patient0437_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0437\patient0437_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0437\patient0437_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0437\patient0437_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0437\patient0437_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0437\patient0437_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0085\patient0085_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0085\patient0085_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0085\patient0085_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0085\patient0085_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0085\patient0085_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0085\patient0085_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0085\patient0085_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0085\patient0085_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0197\patient0197_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0197\patient0197_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0197\patient0197_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0197\patient0197_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0197\patient0197_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0197\patient0197_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0197\patient0197_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0197\patient0197_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0449\patient0449_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0449\patient0449_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0449\patient0449_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0449\patient0449_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0449\patient0449_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0449\patient0449_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0449\patient0449_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0449\patient0449_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0169\patient0169_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0169\patient0169_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0169\patient0169_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0169\patient0169_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0169\patient0169_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0169\patient0169_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0169\patient0169_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0169\patient0169_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0145\patient0145_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0145\patient0145_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0145\patient0145_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0145\patient0145_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0145\patient0145_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0145\patient0145_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0145\patient0145_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0145\patient0145_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0096\patient0096_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0096\patient0096_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0096\patient0096_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0096\patient0096_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0096\patient0096_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0096\patient0096_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0096\patient0096_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0096\patient0096_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0447\patient0447_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0447\patient0447_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0447\patient0447_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0447\patient0447_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0447\patient0447_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0447\patient0447_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0447\patient0447_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0447\patient0447_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0426\patient0426_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0426\patient0426_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0426\patient0426_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0426\patient0426_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0426\patient0426_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0426\patient0426_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0426\patient0426_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0426\patient0426_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0198\patient0198_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0198\patient0198_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0198\patient0198_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0198\patient0198_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0198\patient0198_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0198\patient0198_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0198\patient0198_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0198\patient0198_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0092\patient0092_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0092\patient0092_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0092\patient0092_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0092\patient0092_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0092\patient0092_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0092\patient0092_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0092\patient0092_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0092\patient0092_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0409\patient0409_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0409\patient0409_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0409\patient0409_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0409\patient0409_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0409\patient0409_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0409\patient0409_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0409\patient0409_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0409\patient0409_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0079\patient0079_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0079\patient0079_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0079\patient0079_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0079\patient0079_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0079\patient0079_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0079\patient0079_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0079\patient0079_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0079\patient0079_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0026\patient0026_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0026\patient0026_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0026\patient0026_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0026\patient0026_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0026\patient0026_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0026\patient0026_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0026\patient0026_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0026\patient0026_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0075\patient0075_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0075\patient0075_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0075\patient0075_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0075\patient0075_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0075\patient0075_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0075\patient0075_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0075\patient0075_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0075\patient0075_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0140\patient0140_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0140\patient0140_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0140\patient0140_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0140\patient0140_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0140\patient0140_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0140\patient0140_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0140\patient0140_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0140\patient0140_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0284\patient0284_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0284\patient0284_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0284\patient0284_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0284\patient0284_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0284\patient0284_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0284\patient0284_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0284\patient0284_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0284\patient0284_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0395\patient0395_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0395\patient0395_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0395\patient0395_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0395\patient0395_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0395\patient0395_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0395\patient0395_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0395\patient0395_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0395\patient0395_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0221\patient0221_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0221\patient0221_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0221\patient0221_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0221\patient0221_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0221\patient0221_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0221\patient0221_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0221\patient0221_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0221\patient0221_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0272\patient0272_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0272\patient0272_2CH_ED_gt.mhd
